,filename,label,truncated,occluded,alpha,bbox_xmin,bbox_ymin,bbox_xmax,bbox_ymax,dim_height,dim_width,dim_length,loc_x,loc_y,loc_z,rotation_y,score
34299,006295,Car,0.0,0,1.79,441.89,176.51,478.04,200.0,1.67,1.68,4.49,-11.2,1.96,54.02,1.59,
34300,006295,Car,0.0,2,1.78,462.67,176.89,492.3,197.17,1.63,1.58,4.2,-11.09,1.98,60.52,1.6,
34301,006295,Car,0.0,1,1.8,420.36,178.45,443.58,196.06,1.47,1.29,2.95,-15.3,1.96,62.05,1.56,
34302,006296,Car,0.42,0,2.21,0.0,200.13,207.34,354.3,1.48,1.61,3.61,-6.99,1.88,9.19,1.57,
34303,006296,Misc,0.0,0,1.92,331.38,178.45,389.44,249.53,1.65,0.71,1.95,-6.14,1.79,17.74,1.59,
34304,006296,Car,0.0,0,-1.58,614.05,173.28,637.51,195.59,1.54,1.63,3.67,1.11,1.6,52.34,-1.56,
34305,006296,Car,0.0,0,1.89,473.83,179.79,519.93,207.52,1.56,1.59,3.69,-6.68,1.98,42.75,1.74,
34306,006296,Car,0.0,1,1.85,498.12,172.84,538.64,203.73,1.93,1.59,4.01,-6.0,1.96,47.47,1.72,
34307,006296,Car,0.0,0,-1.58,656.45,171.75,681.25,195.19,1.58,1.67,3.84,4.12,1.54,51.15,-1.5,
34308,006297,Car,0.0,0,-1.57,593.71,170.42,626.22,201.72,1.66,1.73,3.05,-0.03,1.56,40.26,-1.57,
34309,006297,Truck,0.0,2,-1.87,673.22,159.61,736.1,190.88,2.85,2.63,12.34,9.25,1.72,72.47,-1.75,
34310,006297,Truck,0.0,3,1.91,269.6,134.49,395.51,219.46,3.5,2.71,8.79,-12.85,1.97,34.35,1.56,
34311,006297,Car,0.0,0,1.8,400.54,179.21,437.28,200.95,1.5,1.8,3.46,-13.77,1.97,52.07,1.55,
34312,006298,Car,0.0,0,-1.59,605.98,176.35,629.58,198.78,1.54,1.63,3.67,0.51,1.82,52.09,-1.58,
34313,006298,Car,0.9,0,-2.25,900.89,105.13,1241.0,374.0,1.88,1.57,3.71,3.04,1.64,3.68,-1.6,
34314,006298,Car,0.0,0,-1.78,709.68,170.68,845.24,277.86,1.7,1.62,3.76,2.9,1.7,13.45,-1.58,
34315,006298,Car,0.0,1,-1.66,671.59,182.31,726.55,226.62,1.4,1.53,3.56,2.98,1.74,25.0,-1.55,
34316,006298,Car,0.0,2,-1.72,663.87,177.68,716.19,216.21,1.49,1.6,3.81,3.25,1.71,30.2,-1.61,
34317,006298,Car,0.0,2,-1.66,648.72,175.97,680.76,203.76,1.64,1.64,3.89,3.34,1.85,44.94,-1.58,
34318,006298,Pedestrian,0.0,2,-1.69,691.0,169.26,701.34,199.14,1.82,0.69,0.68,5.25,1.6,44.37,-1.57,
34319,006299,Pedestrian,0.0,0,-2.88,366.53,134.28,440.87,300.68,2.0,0.49,1.25,-2.59,1.45,8.82,3.13,
34320,006300,Car,0.0,1,-1.71,673.51,178.93,754.96,240.46,1.55,1.66,4.15,2.79,1.73,20.41,-1.58,
34321,006300,Car,0.93,0,2.29,0.0,229.27,243.93,374.0,1.41,1.66,3.35,-3.82,1.86,4.12,1.57,
34322,006300,Car,0.0,0,2.6,912.34,162.21,1225.51,250.68,1.47,1.7,4.65,8.21,1.32,13.26,-3.14,
34323,006300,Car,0.0,2,2.69,864.25,141.09,1096.7,231.94,1.91,1.81,4.33,8.25,1.26,16.42,-3.14,
34324,006300,Misc,0.0,0,-1.28,352.06,207.78,424.58,245.44,0.91,1.32,2.41,-6.31,1.96,20.58,-1.57,
34325,006300,Car,0.0,2,-1.32,390.71,183.92,466.27,236.62,1.63,1.61,3.81,-6.16,2.03,24.74,-1.57,
34326,006300,Car,0.0,1,1.98,192.5,197.6,359.62,289.99,1.43,1.57,3.48,-6.19,1.95,13.69,1.57,
34327,006300,Car,0.0,0,2.81,793.68,161.04,952.2,216.77,1.63,1.67,4.32,8.08,1.31,22.52,-3.13,
34328,006300,Car,0.0,1,1.74,461.38,183.23,508.66,216.37,1.53,1.68,3.86,-6.2,2.06,35.97,1.57,
34329,006300,Car,0.06,2,-0.7,1105.79,146.61,1241.0,192.63,1.74,1.8,4.37,22.52,0.75,28.75,-0.04,
34330,006300,Car,0.0,2,-0.55,1054.56,146.8,1191.55,184.07,1.55,1.85,4.65,22.61,0.47,31.98,0.06,
34331,006300,Van,0.93,3,-0.8,1224.34,129.81,1241.0,194.71,2.06,2.07,4.94,22.47,0.66,22.49,-0.02,
34332,006301,Car,0.83,0,-2.22,889.98,170.72,1241.0,374.0,1.42,1.55,4.36,3.45,1.42,4.62,-1.61,
34333,006301,Car,0.0,0,-1.44,493.57,185.03,580.03,243.32,1.33,1.71,4.09,-1.86,1.68,19.08,-1.53,
34334,006301,Van,0.0,1,-1.78,721.1,100.62,893.24,264.53,2.58,1.87,6.44,3.58,1.48,14.64,-1.54,
34335,006301,Car,0.0,2,-1.71,685.9,173.69,734.16,209.13,1.49,1.56,4.34,4.45,1.56,32.84,-1.58,
34336,006301,Car,0.0,2,-1.46,546.32,180.32,597.23,220.29,1.42,1.53,4.12,-1.45,1.72,28.05,-1.52,
34337,006301,Car,0.0,2,-1.7,710.01,172.75,784.74,233.94,1.59,1.59,3.89,3.84,1.62,20.91,-1.52,
34338,006301,Car,0.0,1,-1.58,671.9,175.41,696.9,196.34,1.38,1.64,3.51,5.09,1.57,49.71,-1.47,
34339,006301,Pedestrian,0.0,1,2.79,858.28,146.72,888.95,265.29,1.77,0.57,0.42,3.86,1.38,11.07,3.12,
34340,006301,Misc,0.0,1,-2.75,293.96,194.67,406.56,261.38,1.28,0.51,2.08,-5.22,1.74,14.42,-3.09,
34341,006302,Car,0.0,0,-1.7,704.42,175.27,819.76,277.38,1.57,1.56,2.62,2.48,1.63,12.49,-1.51,
34342,006302,Car,0.0,0,1.91,348.69,185.05,516.19,291.2,1.49,1.53,3.88,-2.87,1.72,12.35,1.68,
34343,006302,Car,0.0,0,1.77,625.12,173.05,656.22,193.05,1.5,1.7,3.77,2.43,1.54,56.64,1.82,
34344,006303,Car,0.69,0,-3.02,0.0,180.23,150.47,306.24,1.59,1.71,3.9,-8.59,1.72,9.74,2.56,
34345,006303,Car,0.29,3,3.12,0.0,181.17,221.97,295.12,1.73,1.69,3.88,-9.07,1.89,12.45,2.5,
34346,006303,Car,0.0,1,3.13,179.11,183.92,295.05,247.76,1.43,1.57,2.43,-9.17,1.72,17.74,2.66,
34347,006303,Car,0.0,1,-3.12,228.13,181.53,378.24,238.98,1.48,1.74,3.77,-8.68,1.75,20.54,2.76,
34348,006303,Car,0.0,0,1.81,408.58,178.79,460.3,215.57,1.55,1.54,3.06,-7.83,1.83,32.25,1.58,
34349,006303,Car,0.0,2,1.73,428.55,177.88,476.12,208.4,1.47,1.72,4.33,-8.11,1.74,37.29,1.52,
34350,006303,Pedestrian,0.0,0,3.02,374.93,181.13,391.6,234.56,1.56,0.62,0.58,-6.83,1.81,21.51,2.72,
34351,006303,Pedestrian,0.0,1,2.07,376.52,195.97,389.18,233.82,1.14,0.4,0.39,-7.12,1.85,22.06,1.76,
34352,006304,Car,0.0,0,1.67,543.04,181.01,565.97,195.9,1.37,1.79,4.16,-5.32,2.16,69.45,1.59,
34353,006304,Car,0.0,1,0.18,443.05,182.57,507.99,204.62,1.56,1.71,4.5,-9.99,2.31,53.69,-0.0,
34354,006305,Truck,0.97,3,2.23,0.0,0.0,378.77,374.0,2.6,2.06,5.42,-3.15,1.79,3.75,1.57,
34355,006305,Car,0.0,0,-1.87,766.99,184.28,1041.09,359.82,1.46,1.6,3.71,2.85,1.6,7.97,-1.54,
34356,006305,Van,0.0,0,-1.64,641.97,167.6,688.84,213.3,1.97,1.82,4.41,2.48,1.77,33.58,-1.57,
34357,006305,Car,0.0,0,-1.48,550.13,184.49,575.32,205.36,1.58,1.65,3.91,-3.78,2.53,57.89,-1.54,
34358,006306,Car,0.86,0,2.23,0.0,204.7,245.12,374.0,1.48,1.67,3.83,-4.4,1.78,5.1,1.54,
34359,006306,Car,0.0,1,-1.74,679.61,176.82,782.86,252.94,1.51,1.59,4.28,2.6,1.62,16.65,-1.59,
34360,006306,Car,0.0,1,0.49,163.09,181.39,332.78,242.88,1.5,1.52,3.65,-9.36,1.74,18.72,0.04,
34361,006306,Car,0.0,1,-1.87,760.24,185.25,976.14,327.86,1.43,1.51,3.33,2.96,1.61,9.1,-1.57,
34362,006306,Car,0.0,2,-1.69,668.28,176.16,733.19,230.28,1.56,1.57,3.78,2.76,1.69,22.91,-1.57,
34363,006306,Car,0.0,0,1.73,428.08,180.54,501.17,230.65,1.47,1.71,3.85,-4.64,1.72,23.33,1.53,
34364,006306,Car,0.0,2,1.72,465.15,172.66,521.15,219.42,1.73,1.65,3.7,-4.62,1.75,28.77,1.56,
34365,006306,Car,0.71,0,-2.09,843.89,195.45,1241.0,374.0,1.45,1.61,3.51,2.88,1.64,4.75,-1.57,
34366,006306,Car,0.0,2,1.68,496.39,174.66,539.92,212.32,1.68,1.63,3.94,-4.37,1.79,34.55,1.56,
34367,006306,Van,0.0,1,-1.63,633.07,150.18,678.27,198.75,2.85,2.46,5.85,2.78,1.55,45.63,-1.57,
34368,006306,Car,0.0,0,-1.7,534.31,178.7,556.88,193.25,1.34,1.69,3.6,-6.23,1.92,69.38,-1.79,
34369,006307,Car,0.0,1,-1.44,681.76,173.46,710.65,192.74,1.32,1.48,4.44,6.24,1.39,52.1,-1.32,
34370,006307,Truck,0.56,0,2.33,0.0,62.81,396.06,281.83,4.02,2.6,16.79,-11.2,2.06,19.03,1.8,
34371,006307,Car,0.0,0,-1.5,720.49,171.18,750.86,195.33,1.42,1.56,4.16,7.82,1.34,44.78,-1.33,
34372,006307,Car,0.0,0,-1.28,599.78,173.77,690.06,231.27,1.45,1.59,3.44,1.02,1.5,20.11,-1.23,
34373,006307,Car,0.0,0,-1.07,406.5,179.66,547.52,248.13,1.51,1.61,4.31,-3.25,1.7,18.32,-1.24,
34374,006307,Car,0.0,2,1.9,454.85,182.34,498.15,210.29,1.44,1.35,3.23,-7.29,1.98,39.49,1.72,
34375,006307,Car,0.0,1,1.73,532.77,180.4,556.48,199.3,1.46,1.37,3.45,-5.25,2.08,58.1,1.64,
34376,006307,Tram,0.0,2,1.22,592.63,158.01,653.19,188.57,3.46,2.57,14.66,1.33,1.87,89.12,1.24,
34377,006308,Pedestrian,0.0,1,2.61,920.14,142.88,1010.14,322.29,1.83,0.77,0.97,3.88,1.45,7.67,3.06,
34378,006309,Car,0.0,0,1.77,456.35,182.93,551.77,244.49,1.44,1.68,4.39,-2.75,1.73,19.39,1.63,
34379,006310,Car,0.0,0,-1.4,588.92,167.06,650.63,213.57,1.77,1.75,4.67,0.46,1.58,29.92,-1.38,
34380,006310,Car,0.0,0,-2.11,240.56,205.69,328.61,261.06,1.72,1.39,3.07,-11.33,2.9,24.99,-2.53,
34381,006310,Car,0.0,2,-2.01,120.31,208.59,242.21,277.81,1.46,1.52,2.75,-10.5,2.37,17.57,-2.55,
34382,006310,Car,0.0,1,-0.46,962.8,156.25,1215.42,234.7,1.48,1.63,3.98,9.57,1.2,14.73,0.1,
34383,006310,Car,0.0,1,-0.34,855.69,157.89,1064.93,220.9,1.47,1.52,4.43,8.57,1.15,18.01,0.1,
34384,006310,Car,0.0,1,1.69,636.73,163.86,674.96,193.98,1.6,1.68,3.94,2.6,1.14,40.57,1.75,
34385,006310,Car,0.0,0,1.63,681.87,161.05,702.24,176.73,1.42,1.66,4.11,7.86,0.36,68.98,1.75,
34386,006311,Car,0.0,0,1.7,475.81,179.19,526.94,220.45,1.7,1.72,4.11,-4.8,2.0,32.12,1.55,
34387,006312,Car,0.0,0,-1.57,581.7,176.95,622.54,214.19,1.6,1.76,3.84,-0.29,1.24,33.14,-1.58,
34388,006312,Car,0.11,0,-0.99,0.0,175.98,244.41,299.21,1.65,1.66,3.96,-7.77,1.52,11.64,-1.57,
34389,006312,Car,0.0,0,-1.27,283.93,185.66,464.11,297.41,1.48,1.64,3.81,-3.6,1.51,11.66,-1.56,
34390,006312,Car,0.0,2,-1.19,245.31,184.53,373.5,248.72,1.44,1.71,3.78,-7.54,1.45,18.48,-1.57,
34391,006312,Car,0.0,0,-1.42,473.32,183.39,541.27,229.32,1.37,1.61,4.21,-3.3,1.33,24.07,-1.55,
34392,006312,Car,0.0,1,-1.37,439.38,180.27,486.33,209.78,1.45,1.64,3.86,-7.55,1.2,37.64,-1.56,
34393,006312,Van,0.0,1,-1.51,533.15,161.92,564.67,199.09,2.74,2.09,5.96,-4.55,1.0,56.38,-1.59,
34394,006312,Car,0.75,3,-0.84,0.0,187.07,80.22,266.8,1.46,1.51,3.83,-12.06,1.52,13.4,-1.57,
34395,006312,Car,0.0,2,-1.07,137.97,182.4,272.4,241.4,1.51,1.54,4.17,-11.48,1.44,20.78,-1.57,
34396,006313,Car,0.0,0,-1.55,586.35,175.39,651.27,238.14,1.61,1.66,3.2,0.24,1.7,20.28,-1.54,
34397,006313,Tram,0.01,0,1.2,784.39,0.0,1209.39,269.93,3.63,2.17,14.86,6.96,1.37,17.12,1.58,
34398,006313,Tram,0.0,0,1.37,739.58,108.85,851.98,216.64,3.65,2.28,10.13,7.22,1.53,29.66,1.6,
34399,006313,Tram,0.0,0,1.44,714.97,128.1,788.02,204.57,3.66,2.28,12.78,7.72,1.58,41.09,1.62,
34400,006313,Tram,0.0,0,1.51,706.39,142.25,750.81,196.71,3.64,2.32,14.73,8.95,1.67,55.88,1.66,
34401,006313,Pedestrian,0.0,0,2.18,130.6,182.54,167.27,251.02,1.6,0.51,0.87,-11.02,1.84,17.36,1.62,
34402,006314,Car,0.92,1,2.37,0.0,225.52,134.43,374.0,1.42,1.55,3.85,-5.93,1.97,5.75,1.6,
34403,006314,Car,0.0,1,2.06,63.97,205.21,311.58,335.21,1.43,1.48,3.71,-5.92,1.97,10.58,1.56,
34404,006314,Car,0.0,1,1.91,271.24,196.16,409.06,271.43,1.4,1.65,4.02,-6.01,1.99,16.45,1.57,
34405,006314,Car,0.22,0,2.52,1000.82,135.93,1241.0,241.17,1.64,1.59,3.99,9.03,1.07,12.23,-3.14,
34406,006314,Car,0.0,2,2.58,961.34,137.05,1148.13,227.09,1.72,1.68,2.78,9.01,1.05,14.85,3.12,
34407,006314,Car,0.0,2,2.66,889.38,145.73,1070.36,221.29,1.67,1.67,3.43,8.66,1.09,17.16,3.12,
34408,006314,Car,0.0,2,2.75,829.45,154.51,987.62,214.99,1.57,1.62,3.69,8.15,1.11,19.98,3.13,
34409,006314,Car,0.0,1,1.86,389.49,188.9,474.76,237.88,1.43,1.61,4.13,-5.84,1.99,24.01,1.62,
34410,006314,Car,0.0,1,-1.78,692.86,175.82,789.9,241.68,1.47,1.6,3.87,3.16,1.57,18.26,-1.61,
34411,006314,Car,0.0,2,-1.7,676.1,173.6,741.07,226.18,1.57,1.57,4.04,3.13,1.62,23.81,-1.57,
34412,006315,Car,0.0,0,-1.77,655.42,174.49,754.09,248.91,1.66,1.66,3.98,2.23,1.72,18.27,-1.65,
34413,006315,Van,0.0,2,-2.99,417.77,170.64,503.7,208.63,1.94,1.75,4.27,-7.95,1.85,38.58,3.09,
34414,006315,Car,0.0,0,-1.74,593.38,178.38,620.53,197.45,1.41,1.51,3.45,-0.28,1.85,55.56,-1.75,
34415,006316,Car,0.0,0,-1.57,597.84,176.64,627.8,206.25,1.65,1.67,3.64,0.13,1.89,42.44,-1.57,
34416,006317,Car,0.0,1,-2.75,260.07,175.08,390.28,230.79,1.61,1.57,3.35,-8.69,1.7,22.08,-3.13,
34417,006317,Car,0.0,0,1.36,688.6,164.77,742.24,203.58,1.79,1.72,4.35,5.12,1.44,35.75,1.5,
34418,006317,Car,0.0,0,1.6,542.45,175.67,573.88,205.91,1.45,1.49,4.07,-2.64,1.61,36.96,1.52,
34419,006318,Car,0.0,0,1.87,498.29,183.49,562.22,222.67,1.48,1.61,3.61,-3.23,1.93,29.55,1.76,
34420,006318,Misc,0.0,0,1.73,617.44,174.85,633.22,200.79,1.65,0.71,1.95,0.98,1.78,46.88,1.75,
34421,006319,Car,0.98,1,2.37,0.0,160.62,163.14,374.0,1.74,1.71,4.41,-4.59,1.67,3.84,1.53,
34422,006319,Car,0.0,0,1.84,203.31,196.56,389.27,305.54,1.41,1.72,4.41,-5.15,1.88,12.42,1.46,
34423,006319,Car,0.0,1,1.78,359.2,186.58,451.4,249.44,1.62,1.75,4.3,-5.97,2.05,21.39,1.51,
34424,006319,Van,0.87,1,2.34,1140.06,122.36,1241.0,340.29,2.31,1.95,5.32,9.33,1.76,8.07,-3.11,
34425,006320,Car,0.0,0,-1.58,518.07,163.13,739.77,373.27,1.55,1.63,3.32,0.09,1.5,7.02,-1.57,
34426,006320,Car,0.0,2,1.84,377.6,185.03,417.59,205.04,1.37,1.82,3.96,-15.58,2.29,53.04,1.56,
34427,006320,Car,0.0,0,1.92,334.39,187.94,373.99,208.31,1.38,1.79,2.94,-18.44,2.49,52.04,1.58,
34428,006320,Car,0.0,2,1.8,424.64,181.25,463.31,201.32,1.4,1.75,4.75,-12.3,2.04,53.65,1.58,
34429,006320,Car,0.0,1,2.67,947.53,174.51,1085.35,218.57,1.59,1.73,4.26,15.45,1.69,27.64,-3.11,
34430,006320,Car,0.0,1,-0.36,877.14,174.13,1075.33,237.48,1.51,1.69,4.15,9.14,1.57,18.36,0.09,
34431,006320,Car,0.0,1,0.33,381.76,183.54,523.24,239.01,1.43,1.69,3.42,-4.3,1.75,19.8,0.12,
34432,006320,Car,0.0,2,2.7,994.83,172.27,1104.62,208.31,1.58,1.72,3.95,20.18,1.59,33.29,-3.04,
34433,006321,Car,0.0,1,-0.18,134.7,195.34,227.84,224.79,1.45,1.6,4.23,-23.81,2.75,40.1,-0.72,
34434,006322,Car,0.0,2,0.48,223.57,183.53,441.75,267.2,1.52,1.64,3.65,-5.41,1.75,14.19,0.12,
34435,006322,Car,0.0,0,-1.72,719.01,186.15,809.94,253.99,1.43,1.58,3.37,3.56,1.77,17.33,-1.53,
34436,006322,Car,0.0,1,-2.88,323.52,180.39,480.0,232.14,1.41,1.53,4.11,-6.02,1.65,21.0,3.13,
34437,006322,Car,0.0,2,-2.93,399.67,180.88,507.55,223.06,1.46,1.57,3.6,-5.71,1.77,26.43,-3.14,
34438,006322,Car,0.0,2,-1.7,702.53,178.6,771.88,235.9,1.62,1.61,3.55,3.81,1.81,22.32,-1.54,
34439,006322,Car,0.0,1,-1.71,679.93,182.37,720.81,212.4,1.39,1.51,3.4,4.4,1.87,35.71,-1.59,
34440,006322,Car,0.0,2,0.2,473.96,181.25,552.45,214.56,1.48,1.49,3.38,-4.51,1.89,33.6,0.07,
34441,006322,Van,0.0,0,-1.61,659.53,168.53,685.18,196.64,2.33,1.96,6.11,5.42,2.01,63.47,-1.53,
34442,006323,Car,0.0,0,1.87,511.65,177.46,550.26,198.42,1.45,1.59,4.28,-5.72,1.8,52.46,1.76,
34443,006323,Car,0.0,0,-1.57,716.21,176.4,739.38,196.91,1.43,1.59,4.21,8.63,1.71,52.96,-1.41,
34444,006324,Car,0.0,0,1.75,375.95,187.42,516.05,295.72,1.52,1.57,4.42,-2.72,1.8,12.73,1.54,
34445,006324,Car,0.0,0,1.27,722.27,192.85,973.07,366.37,1.51,1.58,3.92,2.45,1.79,8.6,1.54,
34446,006324,Car,0.0,2,1.35,704.59,180.46,821.74,271.34,1.55,1.47,3.36,2.82,1.71,14.12,1.54,
34447,006324,Car,0.0,0,1.62,513.16,183.22,559.39,224.1,1.46,1.6,3.33,-2.84,1.88,27.95,1.52,
34448,006324,Car,0.0,0,-1.66,653.14,180.25,705.08,224.92,1.64,1.7,3.54,2.64,1.94,28.55,-1.57,
34449,006325,Car,0.0,0,1.8,391.51,188.96,507.88,256.76,1.37,1.79,4.16,-3.73,1.79,17.34,1.59,
34450,006325,Car,0.0,2,0.29,375.81,181.72,486.12,218.46,1.56,1.71,4.5,-8.03,1.99,32.44,0.04,
34451,006326,Car,0.0,0,-1.55,569.15,177.75,623.84,230.68,1.61,1.66,3.2,-0.46,1.79,23.78,-1.57,
34452,006326,Car,0.42,0,2.18,0.0,196.59,227.4,374.0,1.66,1.61,3.46,-6.21,1.98,8.4,1.56,
34453,006326,Car,0.0,0,1.73,474.9,180.65,518.78,210.35,1.49,1.67,4.38,-6.07,1.92,38.92,1.57,
34454,006326,Car,0.0,1,-1.61,635.77,172.5,652.78,187.61,1.43,1.5,3.38,3.33,1.42,70.66,-1.57,
34455,006326,Car,0.87,0,-2.32,1208.34,153.62,1241.0,200.8,1.36,1.5,4.21,18.9,0.79,19.81,-1.57,
34456,006327,Car,0.0,0,1.85,321.2,187.28,501.22,296.68,1.44,1.68,4.39,-3.1,1.71,12.04,1.6,
34457,006328,Car,0.0,0,-1.57,596.12,177.22,619.6,199.55,1.54,1.63,3.67,-0.18,1.88,52.29,-1.58,
34458,006328,Car,0.0,0,-1.8,718.64,189.3,882.15,303.86,1.4,1.53,3.56,2.65,1.68,10.98,-1.57,
34459,006328,Car,0.0,2,-1.76,690.94,180.24,798.97,257.75,1.49,1.6,3.81,2.8,1.67,15.97,-1.59,
34460,006328,Car,0.0,0,1.63,559.98,179.54,581.97,197.96,1.45,1.59,3.59,-3.19,2.0,59.09,1.57,
34461,006328,Car,0.0,1,-1.7,667.29,179.48,721.77,223.7,1.48,1.47,3.7,2.98,1.73,26.29,-1.59,
34462,006328,Car,0.0,2,-1.68,651.74,175.44,701.19,216.76,1.64,1.64,3.89,2.75,1.77,30.86,-1.6,
34463,006328,Car,0.0,1,0.28,382.58,185.22,435.28,203.83,1.58,1.56,4.24,-17.88,2.71,64.22,0.01,
34464,006328,Pedestrian,0.0,1,-1.71,706.77,167.1,721.1,207.75,1.82,0.69,0.68,4.66,1.57,32.69,-1.57,
34465,006329,Car,0.16,1,2.51,922.68,147.43,1241.0,297.73,1.71,1.67,3.7,6.19,1.43,9.23,3.09,
34466,006329,Van,0.0,2,2.59,846.1,146.1,1224.79,272.64,1.86,1.85,5.18,6.76,1.49,11.89,3.1,
34467,006329,Car,0.95,0,2.2,0.0,189.66,206.25,374.0,1.64,1.63,4.51,-4.43,1.78,4.51,1.45,
34468,006329,Car,0.0,1,1.94,111.3,184.93,369.81,334.65,1.6,1.66,4.33,-4.84,1.79,10.12,1.5,
34469,006329,Truck,0.0,1,-1.12,528.53,113.03,718.3,222.55,3.52,2.89,10.81,1.04,1.64,28.62,-1.08,
34470,006330,Car,0.0,0,-1.58,518.35,164.42,740.29,374.0,1.55,1.63,3.32,0.09,1.51,7.02,-1.57,
34471,006330,Car,0.0,2,1.84,377.79,185.05,417.53,205.01,1.37,1.82,3.96,-15.61,2.29,53.15,1.55,
34472,006330,Van,0.16,1,-2.57,0.0,197.42,81.53,233.54,2.21,1.91,4.62,-37.54,3.86,47.03,3.04,
34473,006330,Truck,0.0,0,2.72,265.57,117.91,526.04,241.0,3.29,2.49,7.43,-6.48,1.83,22.6,2.44,
34474,006330,Car,0.0,1,1.92,334.77,188.0,374.17,208.33,1.38,1.79,2.94,-18.46,2.5,52.16,1.58,
34475,006330,Car,0.0,2,1.8,424.92,180.8,463.53,200.82,1.4,1.75,4.75,-12.29,2.0,53.67,1.58,
34476,006330,Car,0.0,0,2.64,1000.46,175.2,1142.71,219.23,1.59,1.73,4.26,17.54,1.71,27.62,-3.08,
34477,006331,Truck,0.0,0,-1.55,590.74,161.66,619.24,192.54,2.85,2.63,12.34,-0.39,1.89,73.51,-1.56,
34478,006331,Car,0.0,0,1.85,415.03,184.39,450.79,202.86,1.46,1.86,4.01,-14.82,2.44,60.5,1.61,
34479,006332,Van,0.0,3,-1.66,623.46,189.34,666.57,232.65,2.48,2.2,5.33,2.11,3.57,45.54,-1.62,
34480,006332,Car,0.0,1,-0.77,695.47,204.62,771.7,233.67,1.37,1.56,4.19,6.77,3.18,39.53,-0.6,
34481,006332,Misc,0.0,3,-1.6,553.27,203.4,579.43,216.7,1.04,2.23,2.66,-3.91,3.81,64.0,-1.66,
34482,006332,Van,0.0,3,-1.61,551.06,187.6,573.0,213.32,2.37,1.92,4.43,-4.72,3.84,70.46,-1.68,
34483,006333,Cyclist,0.93,0,2.25,0.0,176.03,149.06,374.0,1.76,0.66,1.83,-2.82,1.77,2.94,1.53,
34484,006333,Car,0.0,0,1.92,236.08,188.6,412.65,278.64,1.46,1.67,4.92,-5.59,1.82,14.77,1.57,
34485,006333,Cyclist,0.0,0,1.8,431.85,169.37,481.58,253.42,1.78,0.66,1.9,-3.47,1.72,16.27,1.6,
34486,006333,Car,0.0,0,1.81,466.47,177.53,527.07,210.9,1.42,1.73,4.41,-5.17,1.66,33.29,1.66,
34487,006333,Car,0.0,1,-1.57,646.12,169.65,686.29,202.61,1.51,1.84,4.1,2.72,1.39,35.47,-1.5,
34488,006334,Car,0.0,0,2.07,90.7,190.2,332.13,317.35,1.56,1.63,3.62,-5.85,1.86,11.03,1.59,
34489,006334,Car,0.64,0,-2.11,838.38,182.85,1241.0,374.0,1.51,1.6,3.54,2.98,1.59,5.05,-1.61,
34490,006334,Car,0.0,1,-1.95,739.11,182.34,940.63,313.59,1.53,1.5,3.34,3.01,1.68,10.27,-1.67,
34491,006334,Car,0.0,1,1.9,285.23,191.14,405.86,268.13,1.46,1.43,3.52,-5.78,1.9,16.05,1.56,
34492,006334,Pedestrian,0.0,1,-1.81,789.15,153.92,809.49,226.51,1.96,0.68,0.8,4.94,1.46,19.97,-1.57,
34493,006334,Pedestrian,0.0,2,-1.84,799.71,151.58,825.71,224.66,1.94,0.65,0.74,5.48,1.38,19.58,-1.57,
34494,006334,Car,0.0,2,-1.79,710.86,182.18,814.25,254.53,1.39,1.45,3.44,3.19,1.61,15.86,-1.6,
34495,006334,Van,0.0,2,-2.75,352.53,178.21,444.97,214.26,1.95,1.89,4.61,-11.88,2.27,40.62,-3.03,
34496,006335,Car,0.0,0,-1.56,591.63,175.47,651.08,232.93,1.61,1.66,3.2,0.32,1.71,22.01,-1.54,
34497,006335,Car,0.0,1,-1.7,686.59,179.07,740.17,221.22,1.43,1.5,3.38,3.69,1.67,26.42,-1.56,
34498,006335,Misc,0.0,0,-1.89,895.74,152.14,925.61,185.93,2.18,1.3,1.75,19.85,0.85,47.72,-1.5,
34499,006335,Car,0.0,1,-2.06,981.72,165.62,1064.71,197.44,1.41,1.69,4.1,19.6,1.12,34.48,-1.54,
34500,006335,Car,0.0,0,-2.13,1048.9,152.7,1151.36,201.15,1.8,1.67,3.62,19.42,1.07,28.82,-1.54,
34501,006335,Misc,0.0,0,0.86,1146.78,128.9,1229.1,202.89,2.43,1.51,1.54,19.6,0.99,24.55,1.53,
34502,006336,Car,0.0,1,-2.74,189.78,189.43,357.82,251.68,1.44,1.52,3.5,-8.39,1.88,18.11,3.12,
34503,006336,Car,0.0,2,-2.81,288.84,182.94,412.27,234.78,1.59,1.52,3.47,-8.43,1.94,23.52,3.14,
34504,006336,Car,0.0,2,-2.83,322.98,180.82,434.81,226.35,1.58,1.55,3.59,-8.46,1.9,26.46,-3.13,
34505,006336,Car,0.0,2,-2.84,367.53,176.84,469.95,217.41,1.71,1.69,4.06,-8.46,1.92,31.99,-3.1,
34506,006336,Car,0.0,2,-3.0,426.85,181.88,488.72,211.56,1.66,1.62,3.34,-8.91,2.21,42.29,3.08,
34507,006336,Car,0.0,2,-3.02,442.05,182.39,508.15,205.81,1.41,1.59,3.94,-8.52,2.03,45.63,3.08,
34508,006336,Car,0.0,2,2.73,475.76,178.2,531.92,200.0,1.59,1.71,3.9,-8.17,2.03,55.47,2.59,
